nstep,cstep,mu,mumax,copy,strb,score,epsilon
1623,20,0.341704025772,12.3848627426,0.245823628186,1.48851382843,0.01038776,0.0104947078715
935,8,0.873903258112,13.6289745919,0.662191591124,2.81044716955,0.01048871,0.0104947078715
1169,6,0.176129496428,16.5774418591,0.674526635491,3.016265099,0.01046411,0.0104947078715
1673,18,0.168613242546,12.2008295288,0.233365573798,1.65312539762,0.01011262,0.0104947078715
1098,11,0.334871790156,14.167415955,0.578317285578,1.06620706092,0.009455241,0.0104947078715
1401,14,0.44789526171,15.0335880746,0.356806598608,5.36532107243,0.01031576,0.0104947078715
1119,10,0.670225910181,16.9147877286,0.473473686248,0.243887472898,0.01022888,0.0104947078715
1358,9,0.179593999401,17.577653622,0.593715029238,3.74089628068,0.01040263,0.0104947078715
1300,9,0.473830058451,15.7706584594,0.975235635429,4.81034034364,0.009295403,0.0104947078715
1209,13,0.934675926779,16.2927196088,0.425531495363,1.4732929147,0.0104646,0.0104947078715
594,10,0.481406765088,13.9410647087,0.617446074621,5.02536258418,0.009799026,0.0104947078715
1302,14,0.535298893984,15.9321016213,0.373166436912,1.89299510472,0.009644833,0.0104947078715
1251,15,0.768164098296,13.8321533659,0.831016896893,2.19311366707,0.01043901,0.0104947078715
606,12,0.430386883397,14.2399733483,0.334990944338,1.57242633678,0.009756863,0.0104947078715
1687,15,0.462799231497,13.4952070993,0.0316341603905,2.28893155566,0.01031967,0.0104947078715
1639,22,0.766963265448,12.3048793998,0.477148057036,0.653460941532,0.01030785,0.0104947078715
1154,17,0.620028701585,13.9536012255,0.49746613598,1.2969852182,0.01039012,0.0104947078715
985,14,0.454586724433,16.3051115519,0.680696328362,1.95078451366,0.01030236,0.0104947078715
1148,17,0.583166199838,16.2697036247,0.193044476277,3.557667978,0.01037614,0.0104947078715
809,12,0.510567970148,13.8813873901,0.34028380622,1.32120147526,0.01020287,0.0104947078715
1529,8,0.363558581442,16.1530321222,0.440172750913,4.48496971534,0.01001427,0.0104947078715
1330,22,0.445127527796,14.4346485634,0.486663446097,7.18488525165,0.01031857,0.0104947078715
1095,13,0.733806787087,13.8877721216,0.940827374284,3.0438570083,0.010374,0.0104947078715
1857,18,0.890958631772,16.2871128041,0.434859410029,3.06895390995,0.009790289,0.0104947078715
1276,13,0.421552298406,15.1466155232,0.277129017396,3.21709439518,0.009432027,0.0104947078715
1099,15,0.979639671652,16.5381729942,0.941855100353,1.98149138549,0.01048576,0.0104947078715
1713,11,0.319374474071,14.961806321,0.370486535429,0.396657371593,0.01005711,0.0104947078715
1177,13,0.784799036803,13.1100356845,0.163960989153,3.75558687886,0.01032098,0.0104947078715
978,10,0.277442987967,12.0983239812,0.343453443364,4.49968521034,0.009489777,0.0104947078715
2100,14,0.345387559029,14.6954668955,0.0443137042163,1.06593617918,0.010463,0.0104947078715
1187,18,0.768323498709,12.6426069693,0.13384414179,3.45758005645,0.01011904,0.0104947078715
1893,23,0.604817981857,16.3449277633,0.860072018696,2.74556449144,0.01040961,0.0104947078715
1073,12,0.732490560468,16.2815705736,0.233247956627,4.84862052445,0.0103162,0.0104947078715
1297,14,0.130535372332,14.2236002521,0.549749072014,4.52623668111,0.01030485,0.0104947078715
637,8,0.983057324998,14.4249951357,0.535009493385,8.94824329108,0.01038837,0.0104947078715
477,6,0.998496679438,16.1880185378,0.252249958991,0.76638359676,0.01044663,0.0104947078715
1432,13,0.750235021354,13.4036771325,0.68688187438,4.47860199528,0.009816129,0.0104947078715
886,10,0.706249188563,12.2473486945,0.72338582288,5.67957561883,0.01038964,0.0104947078715
1152,13,0.38548886404,14.7226694606,0.207159903444,2.67960965291,0.01020823,0.0104947078715
1067,19,0.498050616831,14.1478704385,0.32361975037,1.86397424833,0.01035681,0.0104947078715
1141,13,0.796013330364,14.3621887909,0.0376262558393,2.62536298081,0.01009103,0.0104947078715
1938,28,0.69163528275,13.1115870363,0.112871576678,7.21961000648,0.01026487,0.0104947078715
676,13,0.602843401239,12.640895947,0.350719067157,1.697478178,0.01016574,0.0104947078715
513,5,0.885640294215,15.8789941765,0.496733786988,0.970110327453,0.009948018,0.0104947078715
1020,13,0.756301766336,14.0347674558,0.688150548178,0.838244585047,0.01008181,0.0104947078715
1360,14,0.416675705024,13.6526791165,0.980178997423,2.10881718862,0.01030047,0.0104947078715
941,11,0.757567632905,13.4180443573,0.65382427768,2.7523191225,0.01044201,0.0104947078715
1407,10,0.629274296203,16.8780278071,0.704790502553,0.576533445753,0.009925448,0.0104947078715
1008,8,0.102620689755,12.2194335883,0.706520098954,2.26183801768,0.01045846,0.0104947078715
1057,5,0.34219449475,16.2688845698,0.249989852142,2.73525647029,0.01028059,0.0104947078715
1086,9,0.932591024466,16.2173108744,0.622907707108,3.90259389747,0.0102876,0.0104947078715
1358,16,0.884634527466,13.3061300512,0.328913041145,2.61594781589,0.01038554,0.0104947078715
848,12,0.908785047057,13.1506146743,0.787793280167,2.25624596477,0.009766824,0.0104947078715
977,15,0.527964297728,13.9343963475,0.735641666455,4.71867946698,0.01036084,0.0104947078715
1597,9,0.351696780031,15.4078967478,0.649275934661,4.09294753712,0.009861028,0.0104947078715
1918,23,0.821453219266,13.3361200721,0.16225378856,6.59445164229,0.01033659,0.0104947078715
843,13,0.343397120491,13.69083423,0.209053440581,5.29564568325,0.009705316,0.0104947078715
1298,23,0.606092810466,14.0516711695,0.212551126096,2.43656702896,0.01000366,0.0104947078715
1029,8,0.256689348493,12.8393853672,0.069854031763,2.45261873148,0.009496944,0.0104947078715
1981,30,0.604052106292,14.0277689719,0.342577830891,1.65570298872,0.01008125,0.0104947078715
1267,14,0.805214840402,17.2304080182,0.430133516727,2.23117835857,0.01004369,0.0104947078715
600,10,0.299114822043,16.7825912537,0.58845299664,3.40629604288,0.009046328,0.0104947078715
1837,17,0.507310084634,13.4015908279,0.556767309425,2.10798530409,0.01018293,0.0104947078715
1486,27,0.448749056837,15.0507372168,0.686846645499,1.94190428628,0.01033091,0.0104947078715
994,13,0.586440684233,12.75032244,0.293851922467,4.97036311521,0.01019995,0.0104947078715
1071,20,0.832743247867,11.8467169841,0.503726000877,2.40016460775,0.009794921,0.0104947078715
1349,22,0.595415151793,12.2235623864,0.139176242392,2.93847811083,0.01003648,0.0104947078715
1082,14,0.319247627703,12.4079467406,0.846921678213,1.91357435658,0.009741941,0.0104947078715
1129,13,0.402095400626,15.1518137463,0.634067688402,1.02185757545,0.01042453,0.0104947078715
1606,25,0.438449274104,11.0768339156,0.0815555740673,4.70723238521,0.009990003,0.0104947078715
502,8,0.348593667176,11.7289681747,0.062217215792,2.02232940689,0.01030278,0.0104947078715
1781,14,0.487807404536,14.9967096266,0.159598605156,1.77733215319,0.009702641,0.0104947078715
832,12,0.440103413516,11.5764026177,0.580901420502,0.121666617677,0.009756958,0.0104947078715
990,6,0.189165389725,13.2710386252,0.75292829556,1.47715568638,0.01016416,0.0104947078715
1529,22,0.717725230021,14.0596407813,0.459289272267,0.806758266418,0.01024318,0.0104947078715
1109,10,0.708194663817,15.7112982867,0.445229056513,4.82801321396,0.009727909,0.0104947078715
1172,22,0.791865001247,11.9088507589,0.333336481412,3.72590867036,0.01034705,0.0104947078715
914,14,0.567156492148,13.3797079866,0.414789950763,3.27724179158,0.009514369,0.0104947078715
1452,17,0.931773543469,12.6530102677,0.728971843169,0.843265832142,0.009983355,0.0104947078715
1404,23,0.474033310923,14.5981982522,0.152276875191,3.43155227909,0.009476364,0.0104947078715
2543,30,0.867813259663,14.6294083278,0.839201472827,5.11870286109,0.01025509,0.0104947078715
599,8,0.607847675236,11.4488450022,0.203615020617,3.67484555314,0.01025985,0.0104947078715
736,7,0.40753412094,12.7580234655,0.161089711918,5.27279898526,0.00964794,0.0104947078715
736,13,0.338280006962,14.401375498,0.620193717643,3.38498292895,0.01031507,0.0104947078715
1220,22,0.975871897318,12.9446620921,0.0777571159828,1.70548716267,0.009983766,0.0104947078715
263,3,0.542488850856,15.7548101609,0.0569647426176,2.61150161472,0.0097999,0.0104947078715
1194,7,0.708020970239,16.6391195417,0.797682308786,3.07647343198,0.01004239,0.0104947078715
1748,30,0.584279555337,12.3334319685,0.845257494573,5.89907345275,0.01000659,0.0104947078715
978,10,0.56772211469,13.3943240706,0.307158243348,4.96262092133,0.009956225,0.0104947078715
1057,15,0.514540242773,13.3056652213,0.537070855829,9.82662787352,0.01019619,0.0104947078715
719,4,0.0923617332152,14.5112432624,0.613653985085,3.69480098475,0.009639529,0.0104947078715
541,7,0.994023241054,17.0745247199,0.112297590782,1.75827287041,0.01048925,0.0104947078715
1468,20,0.467013257263,13.4118806397,0.846119439925,2.54476540275,0.01026679,0.0104947078715
1336,12,0.344901029837,13.2036781509,0.655597586211,1.63243289099,0.009257098,0.0104947078715
1102,6,0.489797073854,17.3201298242,0.130050290744,1.97408296886,0.01026089,0.0104947078715
747,14,0.720934908823,14.5450921028,0.261505437346,6.00053518945,0.01044441,0.0104947078715
1578,27,0.496418226286,12.9551006696,0.709970174006,5.06328304123,0.01026007,0.0104947078715
1175,10,0.104835989858,16.545824327,0.262858726842,7.54325858994,0.009016017,0.0104947078715
774,14,0.559010253659,17.3587899106,0.202469587001,0.998780663171,0.0104414,0.0104947078715
1565,14,0.45885364131,14.9502088051,0.659313478052,4.40308783945,0.009766563,0.0104947078715
405,4,0.659179937873,16.3438965049,0.44610112027,2.38075890295,0.009740262,0.0104947078715
1131,12,0.665167650357,13.4591464337,0.708180484197,0.0413540708787,0.01048029,0.0104947078715
665,4,0.487117701442,16.4677488809,0.0759737105379,1.43038355819,0.009976468,0.0104947078715
584,6,0.363509211806,14.0728499658,0.621791446111,4.73809299324,0.009402831,0.0104947078715
1687,30,0.906753498647,12.9860692379,0.896398893653,4.1164879772,0.009952678,0.0104947078715
1030,20,0.679398934374,13.0783526789,0.211003252752,2.13574747476,0.0102986,0.0104947078715
1351,17,0.643519013862,13.8799767099,0.818741020287,4.34417958184,0.0100769,0.0104947078715
1172,21,0.259377957075,10.32277195,0.964907986221,0.632421705215,0.0102029,0.0104947078715
1381,18,0.452510752924,12.7161106232,0.379738569028,6.57730691837,0.0104312,0.0104947078715
1455,28,0.735373662403,13.1627382889,0.520536634987,6.38661643032,0.01037009,0.0104947078715
274,3,0.240310908615,11.8666854843,0.530824924873,1.06191508553,0.01032131,0.0104947078715
941,11,0.538668641,14.4856101228,0.602661777051,0.94855259103,0.009761832,0.0104947078715
958,8,0.998731531972,14.3639239419,0.98739741151,7.58668364822,0.01034024,0.0104947078715
668,12,0.610381694134,13.0127212748,0.432083560774,0.418933284081,0.009740249,0.0104947078715
1347,20,0.345630327585,12.8630985398,0.258303126654,4.74238406183,0.01002602,0.0104947078715
996,18,0.904636891458,14.0154077635,0.625671847601,4.30857506918,0.009622692,0.0104947078715
808,8,0.666711754365,15.5113104045,0.532209614915,6.03031163588,0.01012132,0.0104947078715
1733,13,0.818597114484,16.2678520605,0.622217494681,4.75606321729,0.01033495,0.0104947078715
1359,13,0.81766912302,14.6217267272,0.346117636284,8.2504540242,0.01004772,0.0104947078715
1088,11,0.51392312622,15.6211930112,0.332064303677,1.41974097921,0.009919477,0.0104947078715
1102,7,0.271662182166,11.605546933,0.308867491609,4.46651731035,0.009641648,0.0104947078715
1297,13,0.794158168561,15.0863659012,0.304065461195,9.05203084654,0.009432661,0.0104947078715
1457,7,0.436081246155,17.175981496,0.490008923634,5.39268401693,0.009949344,0.0104947078715
2231,44,0.51285130601,14.7971658412,0.189109396254,1.54026800201,0.01028359,0.0104947078715
1266,12,0.571223963704,14.8900530267,0.799718489944,2.32658934867,0.00979343,0.0104947078715
1612,21,0.746762007645,12.1141800609,0.304848542069,0.784511975358,0.009991829,0.0104947078715
1162,18,0.990832429945,14.710140731,0.701842139355,0.583494481538,0.009828525,0.0104947078715
1490,10,0.510029857002,12.7968941933,0.134013587649,1.95795611152,0.01016404,0.0104947078715
1152,9,0.654398992,13.0660268613,0.9283251711,4.90016496926,0.009976556,0.0104947078715
1117,16,0.837812120981,15.7410821857,0.616374715394,4.04820036551,0.0099849,0.0104947078715
677,5,0.143108319723,12.6840274817,0.792245294222,3.45347599352,0.01041532,0.0104947078715
831,9,0.42381862326,12.8989369417,0.512369794309,0.731853897412,0.01036471,0.0104947078715
1966,26,0.291528138035,12.158441562,0.0036704549468,3.09020266653,0.01035248,0.0104947078715
1141,19,0.560261511652,13.9029298984,0.346887800779,1.88793759164,0.009444561,0.0104947078715
1953,28,0.531347961125,11.9531692515,0.0783033945837,4.43816292747,0.0103015,0.0104947078715
798,5,0.679887023118,18.3517276201,0.804194308856,1.89375661233,0.009631282,0.0104947078715
509,7,0.237258792842,13.0048997038,0.637548384776,2.46609994433,0.009826726,0.0104947078715
776,8,0.661705141661,15.0633800495,0.558542534744,3.36829943564,0.01000902,0.0104947078715
535,5,0.31563831575,14.8831073979,0.569257032912,2.04808308308,0.01022824,0.0104947078715
1611,22,0.979853217337,14.0240839153,0.196443719933,2.15605381199,0.0103925,0.0104947078715
1320,17,0.603471899702,15.680741732,0.297766439829,7.02437534257,0.009774352,0.0104947078715
782,15,0.912552083438,15.1298837563,0.945587905421,4.2353019504,0.01042532,0.0104947078715
1493,11,0.913141033234,15.0783645437,0.175741271165,2.34042762916,0.01039292,0.0104947078715
956,9,0.318436163794,15.8773576683,0.0259027367412,2.71883491488,0.0100137,0.0104947078715
1002,13,0.707757869216,12.4418109033,0.365645171775,0.0910128717611,0.01048809,0.0104947078715
