nstep,cstep,mu,mumax,copy,strb,score,epsilon
851,2,0.7905686463095422,11.181674628238227,0.41683910991658807,3.3511351753811827,0.02302579,0.13
823,16,0.7192908478320891,15.105996531357206,0.6577488666642523,2.26368286182599,0.0123,0.13
949,11,0.8370959605504046,8.808018758916672,0.9685821827882435,0.41812170907667245,0.0155232,0.13
1076,17,0.7383928461293424,14.344039520267927,0.6844159409786961,2.3234567867032325,0.01243437,0.13
1194,7,0.7211222085210292,14.78543054453093,0.7047542304166711,7.243862817063824,0.01414578,0.13
595,2,0.4217129714246559,10.738028454523704,0.9674123993152658,0.6745364529070885,0.01814615,0.13
907,6,0.9436551236634746,9.660438555464776,0.10921753028796438,2.991737499743821,0.01686543,0.13
939,2,0.6815663110210007,8.920909574014347,0.017366904276438888,0.7116150218029307,0.0263477,0.13
2033,28,0.34209437909808715,17.546573691508744,0.12395536941905896,2.272776839183596,0.01243732,0.13
895,11,0.9791239393531987,8.18491897507765,0.40198863611781355,8.135139092146337,0.01500892,0.13
268,3,0.6729396977329387,11.894095626699734,0.10760026727836855,3.8344349576808465,0.01307079,0.13
951,13,0.7735579337988803,14.116677532101404,0.9390756148576843,1.7550830019406085,0.01344762,0.13
1203,17,0.7873883025539203,8.885770831829843,0.699749179205637,1.1364596393356945,0.01384026,0.13
1168,19,0.8400625629594344,9.070526959607244,0.9052940273481902,3.5602170672218807,0.01356299,0.13
546,10,0.4454882812208057,12.703961723008264,0.5000868618231475,4.624539022847717,0.01274479,0.13
542,8,0.5000496205029827,9.490687973884688,0.2258083401447824,0.8505755974169724,0.01421967,0.13
1361,6,0.8246574596795585,13.73300217648873,0.4052440348299579,5.063770978999172,0.01533291,0.13
1144,17,0.8154698472174505,16.058176700462873,0.010514420322440432,3.495524327048187,0.01287792,0.13
1166,4,0.8586234861908864,12.260504169461985,0.9516578605698998,2.5762979530548855,0.01868837,0.13
904,8,0.6983832553402687,8.231733646626285,0.07624700479987542,1.6040918974232377,0.0169844,0.13
1010,7,0.7582171425145925,14.253486502665208,0.7423182475806152,1.9158737604400038,0.01319283,0.13
544,6,0.41007421755322615,17.42184856609723,0.14774907390220376,6.114869021405751,0.01415309,0.13
1137,16,0.6388768898031327,10.915455831967323,0.6889760627523299,3.560367572797656,0.01326887,0.13
720,2,0.27991413696220235,16.829638663580997,0.8807698249594291,6.155226717199547,0.01277917,0.13
1156,19,0.28897252667130063,13.362362495057802,0.7882073473388913,1.6717656104698668,0.01367767,0.13
691,13,0.516874352091906,15.324012240383492,0.19916682644082778,2.2252594453551233,0.01285521,0.13
1346,2,0.4531601332883865,12.661847605544043,0.06902290691504931,4.55885864404123,0.02267792,0.13
743,4,0.39256185212813155,15.7164950841711,0.9022756192030458,5.559119412972175,0.01250185,0.13
1058,3,0.583363203368916,14.427139569399657,0.2658000981991321,1.8851298291098475,0.01608221,0.13
1018,6,0.7552841054153926,13.181119840621722,0.6903734014561222,3.9745810826565906,0.01463664,0.13
1357,21,0.5349832335826525,13.298461921489652,0.6934598322972091,4.4347477628397,0.01376507,0.13
826,9,0.18164494814180265,12.936692629691468,0.37047570199019797,6.36604410465551,0.011051,0.13
982,2,0.7519372147725659,11.614197632710109,0.6078044252592882,3.651259099787904,0.02411167,0.13
694,10,0.6103603819627184,10.224351123428178,0.46814435555329015,3.5051991718737616,0.01306394,0.13
1186,22,0.7949644937011868,11.387510667414094,0.3896953332701031,1.0021516691563621,0.01191264,0.13
728,4,0.8713557697505512,9.901552732077564,0.4765451034144118,2.162644156535908,0.0178738,0.13
2328,9,0.2053825184525464,16.667658362077077,0.0509166930919127,3.631931660568473,0.01168035,0.13
1325,14,0.2561530249814298,11.463422603440353,0.4574800585427188,0.7392420533644039,0.01361983,0.13
1006,15,0.8468644304896265,13.26113540229812,0.17875582334423631,0.7825443674235816,0.01265618,0.13
